Invoice_id,Branch,City,Customer_type,Gender,Product_line, Unitprice ,Quantity,Tax _5, Total ,Date,Time,Payment,cogs,gross_margin_percentage, gross_income ,Rating
434-83-9547,C,Naypyitaw,Member,Male,Food and beverages,38.5,8,15.39,323,1/23/2019,11:51:00 AM,Cash,307.76,4.76,15,7.7
851-28-6367,A,Yangon,Member,Male,Sports and travel,15.5,10,7.75,163,3/23/2019,10:55:00 AM,Ewallet,155,4.76,8,8
824-88-3614,C,Naypyitaw,Normal,Male,Health and beauty,34.3,8,13.72,288,1/25/2019,3:00:00 PM,Ewallet,274.48,4.76,14,5.7
586-25-0848,A,Yangon,Normal,Female,Sports and travel,12.3,7,4.32,91,3/4/2019,11:19:00 AM,Credit card,86.38,4.76,4,6.7
895-66-0685,B,Mandalay,Member,Male,Food and beverages,18.1,3,2.71,57,3/5/2019,7:46:00 PM,Ewallet,54.24,4.76,3,8
305-14-0245,B,Mandalay,Member,Female,Home and lifestyle,94.5,8,37.8,794,3/3/2019,7:00:00 PM,Ewallet,755.92,4.76,38,7.5
732-04-5373,B,Mandalay,Member,Male,Home and lifestyle,46.5,4,9.29,195,2/8/2019,10:53:00 AM,Cash,185.88,4.76,9,7
400-60-7251,A,Yangon,Normal,Male,Home and lifestyle,74.1,1,3.7,78,2/10/2019,12:50:00 PM,Ewallet,74.07,4.76,4,9.9
593-65-1552,C,Naypyitaw,Normal,Female,Home and lifestyle,69.8,4,13.96,293,1/28/2019,8:50:00 PM,Credit card,279.24,4.76,14,5.9
284-34-9626,B,Mandalay,Normal,Female,Home and lifestyle,77,3,11.56,243,2/11/2019,10:39:00 AM,Credit card,231.12,4.76,12,7.2
437-58-8131,B,Mandalay,Normal,Female,Fashion accessories,73.5,2,7.35,154,1/15/2019,1:41:00 PM,Ewallet,147.04,4.76,7,4.6
286-43-6208,C,Naypyitaw,Normal,Female,Food and beverages,87.8,9,39.51,830,3/16/2019,7:08:00 PM,Cash,790.2,4.76,40,9.2
641-43-2399,B,Mandalay,Normal,Male,Home and lifestyle,25.6,4,5.11,107,1/26/2019,8:23:00 PM,Ewallet,102.2,4.76,5,5.7
831-07-6050,A,Yangon,Normal,Male,Electronic accessories,32.7,5,8.18,172,3/19/2019,11:30:00 AM,Credit card,163.55,4.76,8,9.9
556-86-3144,C,Naypyitaw,Member,Female,Fashion accessories,74.3,1,3.71,78,1/13/2019,7:30:00 PM,Cash,74.29,4.76,4,5
848-24-9445,C,Naypyitaw,Member,Male,Health and beauty,43.7,2,4.37,92,3/26/2019,6:03:00 PM,Cash,87.4,4.76,4,4.9
856-22-8149,A,Yangon,Normal,Female,Home and lifestyle,25.3,1,1.26,27,3/23/2019,10:13:00 AM,Ewallet,25.29,4.76,1,6.1
699-01-4164,C,Naypyitaw,Normal,Male,Health and beauty,41.5,4,8.3,174,3/12/2019,7:58:00 PM,Credit card,166,4.76,8,8.2
420-11-4919,C,Naypyitaw,Member,Female,Food and beverages,71.4,5,17.85,375,2/17/2019,7:57:00 PM,Credit card,356.95,4.76,18,5.5
606-80-4905,C,Naypyitaw,Member,Female,Sports and travel,19.2,6,5.75,121,1/29/2019,10:01:00 AM,Credit card,114.9,4.76,6,6.8
542-41-0513,B,Mandalay,Member,Female,Electronic accessories,57.5,4,11.5,241,3/15/2019,11:57:00 AM,Cash,229.96,4.76,12,6.6
426-39-2418,C,Naypyitaw,Normal,Male,Electronic accessories,61.4,7,21.49,451,1/14/2019,10:02:00 AM,Cash,429.87,4.76,21,9.8
875-46-5808,B,Mandalay,Member,Male,Health and beauty,25.9,10,12.95,272,2/6/2019,2:51:00 PM,Ewallet,259,4.76,13,8.7
394-43-4238,B,Mandalay,Member,Male,Home and lifestyle,17.8,5,4.44,93,2/15/2019,12:42:00 PM,Credit card,88.85,4.76,4,5.4
749-24-1565,A,Yangon,Normal,Female,Health and beauty,23,9,10.36,218,1/3/2019,12:02:00 PM,Ewallet,207.27,4.76,10,7.9
672-51-8681,C,Naypyitaw,Member,Female,Electronic accessories,66.7,9,29.99,630,1/4/2019,6:19:00 PM,Credit card,599.85,4.76,30,9.7
263-87-5680,C,Naypyitaw,Member,Female,Home and lifestyle,28.5,10,14.27,300,3/18/2019,5:38:00 PM,Ewallet,285.3,4.76,14,7.8
573-58-9734,B,Mandalay,Normal,Female,Fashion accessories,30.4,3,4.56,96,3/28/2019,1:41:00 PM,Ewallet,91.11,4.76,5,5.1
817-69-8206,B,Mandalay,Normal,Female,Electronic accessories,99.7,9,44.88,942,3/2/2019,7:42:00 PM,Credit card,897.57,4.76,45,6.5
888-02-0338,A,Yangon,Normal,Male,Electronic accessories,26.2,9,11.8,248,1/25/2019,8:24:00 PM,Ewallet,236.07,4.76,12,5.9
677-11-0152,C,Naypyitaw,Normal,Female,Food and beverages,93.3,9,41.97,881,1/16/2019,6:08:00 PM,Cash,839.34,4.76,42,8.8
142-63-6033,B,Mandalay,Normal,Male,Home and lifestyle,92.4,5,23.09,485,3/20/2019,7:17:00 PM,Ewallet,461.8,4.76,23,4.9
656-16-1063,B,Mandalay,Normal,Male,Sports and travel,46.4,3,6.96,146,1/4/2019,1:24:00 PM,Credit card,139.26,4.76,7,4.4
891-58-8335,B,Mandalay,Member,Female,Sports and travel,29.6,7,10.36,218,3/11/2019,3:53:00 PM,Cash,207.27,4.76,10,6.5
802-43-8934,A,Yangon,Normal,Male,Home and lifestyle,18.3,1,0.91,19,3/22/2019,3:05:00 PM,Credit card,18.28,4.76,1,8.3
560-30-5617,B,Mandalay,Normal,Female,Sports and travel,24.8,5,6.19,130,3/24/2019,6:27:00 PM,Cash,123.85,4.76,6,8.5
319-74-2561,A,Yangon,Member,Female,Electronic accessories,94.6,3,14.2,298,2/21/2019,4:55:00 PM,Cash,283.92,4.76,14,5.5
549-03-9315,B,Mandalay,Normal,Male,Fashion accessories,94.9,8,37.95,797,2/12/2019,12:58:00 PM,Ewallet,758.96,4.76,38,8.7
790-29-1172,B,Mandalay,Normal,Female,Food and beverages,57.3,3,8.6,181,3/10/2019,6:59:00 PM,Credit card,172.02,4.76,9,7.9
239-36-3640,B,Mandalay,Normal,Male,Electronic accessories,45.4,6,13.61,286,1/31/2019,1:44:00 PM,Ewallet,272.1,4.76,14,6.1
468-01-2051,B,Mandalay,Normal,Male,Food and beverages,62.1,7,21.73,456,3/6/2019,1:46:00 PM,Ewallet,434.56,4.76,22,5.4
389-25-3394,C,Naypyitaw,Normal,Male,Electronic accessories,11.8,5,2.95,62,2/17/2019,6:06:00 PM,Cash,59.05,4.76,3,9.4
279-62-1445,C,Naypyitaw,Member,Female,Fashion accessories,12.5,1,0.63,13,2/21/2019,12:38:00 PM,Cash,12.54,4.76,1,8.2
213-72-6612,A,Yangon,Normal,Male,Food and beverages,43.3,2,4.33,91,3/20/2019,3:56:00 PM,Cash,86.5,4.76,4,6.2
746-68-6593,C,Naypyitaw,Member,Female,Sports and travel,87.2,2,8.72,183,1/11/2019,2:29:00 PM,Credit card,174.32,4.76,9,9.7
836-82-5858,B,Mandalay,Member,Male,Health and beauty,69.4,9,31.22,656,1/26/2019,7:14:00 PM,Ewallet,624.33,4.76,31,4
583-72-1480,C,Naypyitaw,Member,Male,Electronic accessories,37.1,4,7.41,156,1/31/2019,4:24:00 PM,Ewallet,148.24,4.76,7,9.7
466-61-5506,B,Mandalay,Member,Female,Electronic accessories,90.7,6,27.21,571,2/26/2019,10:52:00 AM,Cash,544.2,4.76,27,5.3
721-86-6247,A,Yangon,Normal,Female,Home and lifestyle,63.4,8,25.37,533,3/11/2019,12:55:00 PM,Ewallet,507.36,4.76,25,7.4
289-65-5721,B,Mandalay,Normal,Female,Fashion accessories,81.4,2,8.14,171,1/26/2019,7:28:00 PM,Cash,162.74,4.76,8,6.5
545-46-3100,B,Mandalay,Member,Female,Electronic accessories,10.6,3,1.59,33,3/12/2019,1:52:00 PM,Credit card,31.77,4.76,2,8.7
418-02-5978,B,Mandalay,Normal,Female,Health and beauty,84.1,9,37.84,795,2/11/2019,10:54:00 AM,Cash,756.81,4.76,38,8
269-04-5750,B,Mandalay,Member,Male,Fashion accessories,73.8,4,14.76,310,2/21/2019,6:31:00 PM,Cash,295.28,4.76,15,6.7
157-13-5295,A,Yangon,Member,Male,Health and beauty,51.9,10,25.97,545,3/9/2019,6:24:00 PM,Ewallet,519.4,4.76,26,6.5
645-78-8093,A,Yangon,Normal,Female,Sports and travel,93.1,2,9.31,196,1/20/2019,6:09:00 PM,Ewallet,186.28,4.76,9,4.1
211-30-9270,C,Naypyitaw,Normal,Male,Health and beauty,17.4,5,4.35,91,1/28/2019,3:16:00 PM,Credit card,87.05,4.76,4,4.9
755-12-3214,C,Naypyitaw,Member,Female,Fashion accessories,44.2,5,11.06,232,3/5/2019,5:07:00 PM,Credit card,221.1,4.76,11,8.6
346-84-3103,B,Mandalay,Member,Female,Electronic accessories,13.2,5,3.31,69,3/2/2019,7:26:00 PM,Cash,66.1,4.76,3,4.3
478-06-7835,A,Yangon,Normal,Male,Fashion accessories,89.7,1,4.48,94,1/11/2019,11:20:00 AM,Ewallet,89.69,4.76,4,4.9
540-11-4336,A,Yangon,Normal,Male,Food and beverages,24.9,9,11.22,236,1/11/2019,4:49:00 PM,Credit card,224.46,4.76,11,5.6
448-81-5016,A,Yangon,Normal,Male,Health and beauty,59.8,2,5.98,126,3/11/2019,12:01:00 PM,Credit card,119.54,4.76,6,5.8
142-72-4741,C,Naypyitaw,Member,Male,Fashion accessories,93.2,2,9.32,196,2/28/2019,6:37:00 PM,Credit card,186.4,4.76,9,6
217-58-1179,A,Yangon,Member,Male,Home and lifestyle,62.7,4,12.53,263,1/5/2019,11:25:00 AM,Cash,250.6,4.76,13,4.2
376-02-8238,B,Mandalay,Normal,Male,Home and lifestyle,93.9,8,37.55,789,2/2/2019,6:42:00 PM,Credit card,750.96,4.76,38,8.3
530-90-9855,A,Yangon,Member,Male,Home and lifestyle,47.6,8,19.04,400,1/1/2019,2:47:00 PM,Cash,380.72,4.76,19,5.7
866-05-7563,B,Mandalay,Member,Female,Electronic accessories,81.4,3,12.21,256,2/9/2019,7:43:00 PM,Cash,244.2,4.76,12,4.8
604-70-6476,A,Yangon,Member,Male,Fashion accessories,17.9,5,4.49,94,1/23/2019,2:04:00 PM,Ewallet,89.7,4.76,4,6.8
799-71-1548,A,Yangon,Member,Male,Electronic accessories,77.7,4,15.54,326,1/7/2019,4:11:00 PM,Credit card,310.88,4.76,16,8.8
785-13-7708,B,Mandalay,Normal,Male,Food and beverages,73.1,7,25.57,537,1/14/2019,7:06:00 PM,Credit card,511.42,4.76,26,4.2
845-51-0542,B,Mandalay,Member,Male,Food and beverages,46.6,9,20.95,440,2/2/2019,3:34:00 PM,Ewallet,418.95,4.76,21,6.4
662-47-5456,C,Naypyitaw,Member,Male,Fashion accessories,35.2,10,17.6,369,3/17/2019,7:06:00 PM,Credit card,351.9,4.76,18,8.4
883-17-4236,C,Naypyitaw,Normal,Female,Sports and travel,14.4,2,1.44,30,3/2/2019,7:44:00 PM,Credit card,28.78,4.76,1,7.2
290-68-2984,A,Yangon,Normal,Male,Home and lifestyle,23.8,4,4.75,100,3/16/2019,11:22:00 AM,Cash,95,4.76,5,5.2
704-11-6354,A,Yangon,Member,Male,Home and lifestyle,58.9,8,23.56,495,1/6/2019,11:23:00 AM,Cash,471.2,4.76,24,8.9
110-48-7033,B,Mandalay,Member,Male,Fashion accessories,32.6,4,6.52,137,1/29/2019,2:12:00 PM,Cash,130.48,4.76,7,9
366-93-0948,A,Yangon,Member,Male,Electronic accessories,66.4,1,3.32,70,1/31/2019,10:46:00 AM,Credit card,66.35,4.76,3,9.7
729-09-9681,A,Yangon,Member,Male,Home and lifestyle,25.9,6,7.77,163,2/5/2019,10:16:00 AM,Ewallet,155.46,4.76,8,8.7
151-16-1484,A,Yangon,Member,Male,Electronic accessories,32.3,4,6.45,135,2/13/2019,12:38:00 PM,Ewallet,129,4.76,6,6.5
380-94-4661,C,Naypyitaw,Member,Male,Electronic accessories,65.9,4,13.19,277,2/7/2019,1:05:00 PM,Credit card,263.76,4.76,13,6.9
850-41-9669,A,Yangon,Normal,Female,Electronic accessories,75.1,9,33.78,709,3/19/2019,1:25:00 PM,Ewallet,675.54,4.76,34,6.2
821-07-3596,C,Naypyitaw,Normal,Female,Fashion accessories,16.5,4,3.29,69,3/7/2019,2:53:00 PM,Ewallet,65.8,4.76,3,5.6
655-85-5130,B,Mandalay,Member,Female,Fashion accessories,38.3,4,7.66,161,3/13/2019,7:22:00 PM,Cash,153.2,4.76,8,5.7
447-15-7839,A,Yangon,Member,Female,Sports and travel,22.2,10,11.12,234,2/9/2019,11:00:00 AM,Cash,222.4,4.76,11,4.2
154-74-7179,B,Mandalay,Normal,Male,Sports and travel,54.5,1,2.72,57,2/26/2019,7:24:00 PM,Ewallet,54.45,4.76,3,7.9
253-12-6086,A,Yangon,Member,Female,Sports and travel,98.4,7,34.44,723,3/12/2019,12:43:00 PM,Credit card,688.8,4.76,34,8.7
808-65-0703,C,Naypyitaw,Normal,Male,Home and lifestyle,35.5,4,7.09,149,3/14/2019,5:22:00 PM,Credit card,141.88,4.76,7,6.9
571-94-0759,B,Mandalay,Member,Female,Food and beverages,74.6,10,37.3,783,1/8/2019,8:55:00 PM,Cash,746,4.76,37,9.5
144-51-6085,A,Yangon,Member,Male,Home and lifestyle,70.7,4,14.15,297,1/5/2019,4:05:00 PM,Credit card,282.96,4.76,14,4.4
731-14-2199,A,Yangon,Member,Female,Home and lifestyle,35.5,10,17.77,373,1/4/2019,1:34:00 PM,Ewallet,355.4,4.76,18,7
783-09-1637,B,Mandalay,Normal,Female,Sports and travel,67.4,5,16.86,354,3/6/2019,6:13:00 PM,Ewallet,337.15,4.76,17,6.3
687-15-1097,C,Naypyitaw,Member,Female,Health and beauty,21.1,2,2.11,44,1/3/2019,7:17:00 PM,Cash,42.24,4.76,2,9.7
126-54-1082,A,Yangon,Member,Female,Home and lifestyle,21.5,9,9.69,204,1/7/2019,11:44:00 AM,Credit card,193.86,4.76,10,8.8
633-91-1052,A,Yangon,Normal,Female,Home and lifestyle,12,2,1.2,25,1/27/2019,3:51:00 PM,Cash,24.06,4.76,1,5.1
477-24-6490,B,Mandalay,Normal,Female,Health and beauty,99.7,6,29.91,628,2/26/2019,4:52:00 PM,Ewallet,598.26,4.76,30,7.9
566-19-5475,B,Mandalay,Normal,Male,Fashion accessories,48,7,16.79,353,1/7/2019,8:52:00 PM,Cash,335.79,4.76,17,6.2
526-86-8552,C,Naypyitaw,Member,Female,Home and lifestyle,21.8,10,10.91,229,1/7/2019,5:36:00 PM,Cash,218.2,4.76,11,7.1
376-56-3573,C,Naypyitaw,Normal,Female,Fashion accessories,95.4,4,19.08,401,2/2/2019,1:23:00 PM,Ewallet,381.68,4.76,19,6.4
537-72-0426,C,Naypyitaw,Member,Male,Fashion accessories,71,10,35.5,745,3/20/2019,4:28:00 PM,Cash,709.9,4.76,36,5.7
828-61-5674,A,Yangon,Member,Male,Sports and travel,44,10,22.01,462,3/20/2019,7:57:00 PM,Credit card,440.2,4.76,22,9.6
136-08-6195,A,Yangon,Normal,Female,Home and lifestyle,70,8,27.98,588,2/15/2019,5:01:00 PM,Credit card,559.68,4.76,28,6.4
523-38-0215,C,Naypyitaw,Normal,Male,Home and lifestyle,37,1,1.85,39,3/6/2019,1:29:00 PM,Credit card,37,4.76,2,7.9
490-29-1201,A,Yangon,Normal,Female,Sports and travel,15.3,1,0.77,16,1/6/2019,11:09:00 AM,Cash,15.34,4.76,1,6.5
667-92-0055,A,Yangon,Member,Male,Health and beauty,99.8,6,29.95,629,3/4/2019,3:02:00 PM,Ewallet,598.98,4.76,30,8.5
565-17-3836,A,Yangon,Member,Female,Health and beauty,47.7,4,9.53,200,3/12/2019,2:21:00 PM,Cash,190.68,4.76,10,9.1
498-41-1961,B,Mandalay,Normal,Male,Health and beauty,66.7,5,16.67,350,2/20/2019,6:01:00 PM,Cash,333.4,4.76,17,7.6
593-95-4461,C,Naypyitaw,Member,Male,Home and lifestyle,74.9,1,3.74,79,3/24/2019,2:49:00 PM,Cash,74.86,4.76,4,6.9
226-71-3580,C,Naypyitaw,Normal,Female,Sports and travel,23.8,9,10.69,224,1/31/2019,12:02:00 PM,Cash,213.75,4.76,11,9.5
283-79-9594,B,Mandalay,Normal,Female,Food and beverages,48.5,7,16.98,357,1/25/2019,1:30:00 PM,Credit card,339.57,4.76,17,5.2
430-60-3493,A,Yangon,Member,Female,Home and lifestyle,94.9,7,33.21,697,2/3/2019,2:38:00 PM,Cash,664.16,4.76,33,4.2
139-20-0155,B,Mandalay,Member,Male,Electronic accessories,40.3,10,20.15,423,1/24/2019,5:37:00 PM,Credit card,403,4.76,20,7
558-80-4082,C,Naypyitaw,Normal,Male,Electronic accessories,27.9,7,9.75,205,3/14/2019,5:20:00 PM,Ewallet,194.95,4.76,10,6
278-97-7759,A,Yangon,Member,Female,Electronic accessories,62.5,1,3.12,66,2/18/2019,8:29:00 PM,Cash,62.48,4.76,3,4.7
316-68-6352,A,Yangon,Member,Female,Food and beverages,36.4,2,3.64,76,1/21/2019,10:00:00 AM,Cash,72.72,4.76,4,7.1
585-03-5943,B,Mandalay,Normal,Male,Health and beauty,18.1,10,9.06,190,3/13/2019,11:46:00 AM,Ewallet,181.1,4.76,9,5.9
211-05-0490,C,Naypyitaw,Member,Female,Electronic accessories,51.9,5,12.98,273,3/3/2019,1:42:00 PM,Cash,259.6,4.76,13,7.5
727-75-6477,C,Naypyitaw,Normal,Male,Electronic accessories,28.8,4,5.77,121,3/29/2019,2:44:00 PM,Cash,115.36,4.76,6,6.4
744-02-5987,A,Yangon,Member,Male,Home and lifestyle,78.4,6,23.51,494,1/10/2019,2:16:00 PM,Ewallet,470.28,4.76,24,5.8
307-83-9164,A,Yangon,Member,Male,Home and lifestyle,60,4,12,252,1/25/2019,3:54:00 PM,Cash,240.04,4.76,12,4.5
779-06-0012,C,Naypyitaw,Member,Female,Home and lifestyle,88.6,1,4.43,93,1/19/2019,10:21:00 AM,Cash,88.61,4.76,4,7.7
446-47-6729,C,Naypyitaw,Normal,Male,Fashion accessories,99.8,2,9.98,210,1/2/2019,6:09:00 PM,Credit card,199.64,4.76,10,6.7
573-10-3877,B,Mandalay,Member,Male,Health and beauty,39,1,1.95,41,3/12/2019,4:46:00 PM,Credit card,39.01,4.76,2,4.7
735-06-4124,C,Naypyitaw,Normal,Male,Food and beverages,48.6,1,2.43,51,2/25/2019,3:31:00 PM,Cash,48.61,4.76,2,4.4
439-54-7422,A,Yangon,Normal,Female,Electronic accessories,51.2,4,10.24,215,3/18/2019,5:15:00 PM,Credit card,204.76,4.76,10,4.7
396-90-2219,B,Mandalay,Normal,Female,Electronic accessories,15,8,5.98,126,2/23/2019,12:29:00 PM,Cash,119.68,4.76,6,8.6
411-77-0180,A,Yangon,Member,Male,Electronic accessories,72.2,7,25.27,531,3/26/2019,8:14:00 PM,Ewallet,505.4,4.76,25,4.3
286-01-5402,A,Yangon,Normal,Female,Sports and travel,40.2,7,14.08,296,3/30/2019,1:22:00 PM,Cash,281.61,4.76,14,9.6
803-17-8013,A,Yangon,Member,Female,Home and lifestyle,88.8,8,35.52,746,2/17/2019,5:09:00 PM,Cash,710.32,4.76,36,4.1
512-98-1403,A,Yangon,Member,Female,Electronic accessories,26.5,3,3.97,83,3/21/2019,10:40:00 AM,Ewallet,79.44,4.76,4,4.7
848-42-2560,A,Yangon,Normal,Female,Fashion accessories,81.9,2,8.19,172,3/5/2019,5:43:00 PM,Cash,163.82,4.76,8,7.8
532-59-7201,B,Mandalay,Member,Male,Sports and travel,79.9,6,23.98,504,1/31/2019,2:04:00 PM,Cash,479.58,4.76,24,5.5
181-94-6432,C,Naypyitaw,Member,Male,Fashion accessories,69.3,2,6.93,146,2/5/2019,7:05:00 PM,Ewallet,138.66,4.76,7,9.7
870-76-1733,A,Yangon,Member,Female,Food and beverages,14.2,5,3.56,75,2/1/2019,10:08:00 AM,Credit card,71.15,4.76,4,4.4
423-64-4619,A,Yangon,Member,Female,Health and beauty,15.6,9,7,147,3/7/2019,1:12:00 PM,Cash,139.95,4.76,7,5
227-07-4446,C,Naypyitaw,Member,Female,Electronic accessories,78.1,10,39.07,820,2/10/2019,8:51:00 PM,Cash,781.3,4.76,39,4.4
174-36-3675,C,Naypyitaw,Member,Male,Food and beverages,99.4,2,9.94,209,2/14/2019,5:29:00 PM,Cash,198.74,4.76,10,5.2
428-83-5800,C,Naypyitaw,Member,Female,Food and beverages,21.1,3,3.16,66,2/9/2019,10:25:00 AM,Cash,63.24,4.76,3,7.3
603-07-0961,C,Naypyitaw,Member,Male,Electronic accessories,74.8,5,18.7,393,1/10/2019,11:34:00 AM,Cash,373.95,4.76,19,4.9
704-20-4138,C,Naypyitaw,Member,Female,Health and beauty,29.7,7,10.38,218,3/11/2019,6:58:00 PM,Credit card,207.69,4.76,10,8.1
787-15-1757,C,Naypyitaw,Member,Male,Health and beauty,44.1,4,8.81,185,2/18/2019,4:28:00 PM,Ewallet,176.28,4.76,9,8.4
649-11-3678,C,Naypyitaw,Normal,Female,Food and beverages,22.9,9,10.32,217,2/26/2019,8:26:00 PM,Cash,206.37,4.76,10,5.5
622-20-1945,C,Naypyitaw,Normal,Female,Health and beauty,39.4,1,1.97,41,1/18/2019,3:08:00 PM,Cash,39.42,4.76,2,8.4
372-94-8041,A,Yangon,Normal,Male,Health and beauty,15.3,6,4.58,96,2/15/2019,6:03:00 PM,Ewallet,91.56,4.76,5,9.8
563-91-7120,A,Yangon,Normal,Female,Fashion accessories,61.8,5,15.44,324,3/8/2019,1:21:00 PM,Cash,308.85,4.76,15,6.7
746-54-5508,A,Yangon,Normal,Male,Home and lifestyle,21.5,6,6.46,136,1/17/2019,12:48:00 PM,Credit card,129.12,4.76,6,9.4
276-54-0879,B,Mandalay,Normal,Male,Sports and travel,97.7,4,19.55,411,3/12/2019,7:53:00 PM,Ewallet,390.96,4.76,20,6.4
815-11-1168,A,Yangon,Member,Male,Food and beverages,99.8,5,24.95,524,3/9/2019,7:09:00 PM,Cash,498.9,4.76,25,5.4
719-76-3868,C,Naypyitaw,Member,Male,Food and beverages,94.3,4,18.85,396,3/12/2019,4:30:00 PM,Cash,377.04,4.76,19,8.6
730-61-8757,B,Mandalay,Member,Male,Health and beauty,51.1,4,10.23,215,1/25/2019,10:11:00 AM,Credit card,204.52,4.76,10,4
340-66-0321,A,Yangon,Member,Male,Electronic accessories,36.4,4,7.27,153,3/25/2019,1:07:00 PM,Cash,145.44,4.76,7,7.6
868-81-1752,B,Mandalay,Normal,Male,Home and lifestyle,22,9,9.91,208,2/7/2019,6:48:00 PM,Cash,198.18,4.76,10,6.8
634-97-8956,A,Yangon,Normal,Male,Food and beverages,32.9,3,4.94,104,2/17/2019,5:27:00 PM,Credit card,98.7,4.76,5,9.1
566-71-1091,A,Yangon,Normal,Male,Fashion accessories,77,5,19.26,404,2/3/2019,3:59:00 PM,Cash,385.1,4.76,19,5.5
442-48-3607,A,Yangon,Member,Male,Food and beverages,23.5,2,2.35,49,3/14/2019,11:21:00 AM,Credit card,46.96,4.76,2,7.9
835-16-0096,C,Naypyitaw,Member,Male,Sports and travel,14.7,5,3.68,77,3/24/2019,1:48:00 PM,Ewallet,73.5,4.76,4,8.5
527-09-6272,A,Yangon,Member,Female,Electronic accessories,28.5,5,7.11,149,3/21/2019,10:17:00 AM,Credit card,142.25,4.76,7,9.1
898-04-2717,A,Yangon,Normal,Male,Fashion accessories,76.4,9,34.38,722,3/19/2019,3:49:00 PM,Ewallet,687.6,4.76,34,7.5
692-27-8933,B,Mandalay,Normal,Female,Sports and travel,58,6,17.39,365,2/24/2019,1:02:00 PM,Cash,347.7,4.76,17,5.2
633-09-3463,C,Naypyitaw,Normal,Female,Electronic accessories,47.7,3,7.15,150,3/28/2019,12:58:00 PM,Credit card,142.95,4.76,7,9.5
374-17-3652,B,Mandalay,Member,Female,Food and beverages,42.8,9,19.27,405,2/5/2019,3:26:00 PM,Credit card,385.38,4.76,19,8.9
378-07-7001,B,Mandalay,Member,Male,Electronic accessories,48.1,3,7.21,151,2/10/2019,6:23:00 PM,Credit card,144.27,4.76,7,7.8
433-75-6987,B,Mandalay,Member,Female,Health and beauty,56,7,19.59,411,3/5/2019,7:06:00 PM,Ewallet,391.79,4.76,20,8.9
873-95-4984,B,Mandalay,Member,Female,Health and beauty,76.9,7,26.92,565,2/15/2019,8:21:00 PM,Cash,538.3,4.76,27,7.7
416-13-5917,C,Naypyitaw,Normal,Female,Food and beverages,97,5,24.26,509,1/30/2019,4:24:00 PM,Ewallet,485.15,4.76,24,9.3
150-89-8043,A,Yangon,Normal,Male,Sports and travel,44.7,3,6.7,141,2/14/2019,3:04:00 PM,Cash,133.95,4.76,7,6.2
135-84-8019,A,Yangon,Normal,Female,Fashion accessories,77.9,9,35.07,736,2/27/2019,4:10:00 PM,Ewallet,701.37,4.76,35,7.6
441-94-7118,A,Yangon,Member,Male,Electronic accessories,72,1,3.6,76,2/4/2019,12:14:00 PM,Cash,71.95,4.76,4,7.3
725-96-3778,C,Naypyitaw,Member,Female,Home and lifestyle,89.3,8,35.7,750,1/20/2019,10:13:00 AM,Cash,714,4.76,36,4.7
531-80-1784,A,Yangon,Normal,Male,Electronic accessories,26,7,9.11,191,3/28/2019,5:38:00 PM,Cash,182.14,4.76,9,5.1
400-45-1220,B,Mandalay,Normal,Female,Health and beauty,13.5,10,6.75,142,2/27/2019,11:06:00 AM,Credit card,135,4.76,7,4.8
860-79-0874,C,Naypyitaw,Member,Female,Fashion accessories,99.3,10,49.65,1043,2/15/2019,2:53:00 PM,Credit card,993,4.76,50,6.6
834-61-8124,A,Yangon,Normal,Male,Electronic accessories,51.7,7,18.09,380,1/26/2019,6:22:00 PM,Cash,361.83,4.76,18,5.5
115-99-4379,B,Mandalay,Member,Female,Fashion accessories,54.7,7,19.16,402,3/14/2019,7:02:00 PM,Credit card,383.11,4.76,19,8.5
565-67-6697,B,Mandalay,Member,Male,Home and lifestyle,27,9,12.15,255,3/2/2019,2:16:00 PM,Cash,243,4.76,12,4.8
320-49-6392,C,Naypyitaw,Normal,Female,Electronic accessories,30.2,1,1.51,32,3/4/2019,3:44:00 PM,Cash,30.24,4.76,2,8.4
889-04-9723,B,Mandalay,Member,Female,Food and beverages,89.1,4,17.83,374,1/7/2019,12:20:00 PM,Credit card,356.56,4.76,18,7.8
632-90-0281,C,Naypyitaw,Normal,Female,Fashion accessories,37.6,10,18.78,394,3/8/2019,8:01:00 PM,Credit card,375.5,4.76,19,9.3
554-42-2417,C,Naypyitaw,Normal,Female,Sports and travel,95.4,10,47.72,1002,1/9/2019,1:45:00 PM,Cash,954.4,4.76,48,5.2
453-63-6187,B,Mandalay,Normal,Male,Electronic accessories,27.5,3,4.13,87,3/1/2019,3:40:00 PM,Ewallet,82.5,4.76,4,6.5
578-80-7669,B,Mandalay,Normal,Male,Sports and travel,75,1,3.75,79,3/16/2019,4:58:00 PM,Cash,74.97,4.76,4,5.6
612-36-5536,A,Yangon,Member,Male,Food and beverages,81,8,32.38,680,2/17/2019,11:12:00 AM,Credit card,647.68,4.76,32,7.4
605-72-4132,C,Naypyitaw,Normal,Female,Food and beverages,94.5,8,37.79,794,2/27/2019,3:12:00 PM,Cash,755.76,4.76,38,9.1
471-41-2823,C,Naypyitaw,Normal,Male,Food and beverages,99.8,2,9.98,210,3/7/2019,8:37:00 PM,Ewallet,199.58,4.76,10,8
462-67-9126,A,Yangon,Normal,Male,Home and lifestyle,73.2,6,21.97,461,1/21/2019,5:44:00 PM,Cash,439.32,4.76,22,7.2
